"Country
",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
Ethiopia,227.616,228.061,233.306,251.399,229.991,260.757,262.316,271.537,272.448,277.391,284.636,304.279,310.307,186.665,160.749,151.063,163.498,155.766,137.366,128.578,136.056,131.565,123.874,132.704,152.16,181.49,218.637,266.894,350.57,373.199,341.103,377.694,510.537,548.869,622.592,707.975,790.789,822.704,839.861,948.851,969.014,974.185,1156.478,1475.995,1714.598,1953.12,2115.941,2277.368,2454.378
Fiji,2056.073,2062.163,1941.771,1781.084,1828.856,1744.388,1954.085,1776.896,1672.492,1747.117,1959.194,2012.454,2208.958,2339.817,2590.933,2775.116,2975.914,2905.473,2282.246,2656.26,2286.992,2238.548,2467.527,3079.607,3601.622,3943.27,4041.487,4405.164,4535.432,3673.958,4004.674,4797.051,5017.72,5268.164,5611.185,5385.516,5620.575,6049.889,6272.733,6126.636,4976.203,4748.91,5317.079,5887.014,6638.573,7064.829,7457.799,7841.549,8229.791
Finland,11257.795,10990.447,11036.936,10545.058,10889.934,11488.754,14998.341,18632.076,22122.56,24040.639,28489.569,25646.579,22496.237,17661.586,20429.387,26347.514,25833.03,24759.979,26074.066,26241.797,24379.783,25001.18,27008.262,32961.92,37816.081,39147.216,41308.623,48590.198,53897.91,47541.746,46647.002,51263.574,47850.555,50006.019,50434.791,42867.09,43865.756,46437.211,50032.02,48667.723,49168.162,53595.186,50655.133,54351.246,55957.471,57552.002,59132.975,60628.792,61947.14
France,13069.505,11456.04,10822.037,10292.761,9697.432,10108.561,13947.316,16793.955,18240.997,18236.767,22490.289,22406.387,24590.746,23082.715,24262.184,27741.294,27720.861,25028.466,25818.37,25550.782,23212.45,23245.258,25137.402,30682.636,35016.219,36057.117,37795.916,43060.031,47155.211,43190.972,42178.577,45419.973,42372.071,44144.617,44616.455,37937.861,38348.507,40134.128,43060.59,41924.837,40385.395,45185.845,42409.045,44408.417,45729.433,47331.18,48695.377,49895.643,50792.518
Gabon,6093.615,5376.616,4930.527,4619.015,4346.388,4478.468,5735.355,4245.955,4581.144,4899.234,6815.634,5993.32,6015.511,5677.618,4293.942,4956.842,5552.917,5068.093,4161.617,4222.734,4477.321,4065.933,4210.284,5015.596,5837.617,6942.698,7271.093,8652.145,10418.276,7856.853,8933.306,10893.464,9903.41,9760.747,9746.786,7453.114,7082.218,7370.349,8220.504,8111.34,7277.369,9482.513,10147.63,9294.276,9427.039,9633.97,10002.598,10117.257,10338.865
"Gambia, The",1007.791,907.551,827.984,800.7,552.842,645.904,484.263,623.605,695.347,701.786,790.827,801.579,830.589,840.415,804.334,815.289,826.192,818.814,815.332,811.257,766.199,737.063,631.566,581.319,642.755,665.721,662.362,780.379,924.514,833.282,860.639,762.761,742.78,700.515,607.429,649.511,683.998,676.656,729.035,768.921,747.886,816.38,830.761,861.084,918.356,962.184,991.003,1024.117,1058.999
Georgia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,172.501,413.486,688.363,818.054,869.519,690.373,763.707,820.006,875.188,1034.533,1338.086,1682.527,2052.257,2700.417,3419.915,2890.71,3221.628,4003.46,4409.627,4622.549,4742.498,4017.622,4060.893,4358.594,4718.794,4693.66,4263.133,4995.154,6670.727,7600.349,8172.074,8908.524,9684.563,10517.176,11289.938
Germany,11109.741,9329.591,9014.978,9025.206,8537.765,8678.853,12387.01,15411.529,16514.654,16232.121,20249.138,23453.063,26538.043,25602.961,27233.549,31829.61,30664.299,27170.747,27528.158,26984.243,23924.876,23869.773,25460.334,30668.849,34534.814,35020.197,36894.468,42299.862,46367.859,42338.713,42379.71,46697.376,43883.393,46299.371,48035.802,41107.222,42124.196,44636.833,47961.036,46798.83,46735.314,51237.643,48636.03,51383.504,53006.844,55261.563,57519.918,59052.929,60260.392
Ghana,3489.497,5537.473,6271.521,4114.248,1391.717,1213.391,1094.395,895.18,930.23,924.067,1045.595,1142.797,1102.843,881.079,793.796,918.741,950.015,945.584,1002.604,1012.277,606.501,630.698,714.42,860.469,973.287,1151.305,1320.283,1520.642,1688.077,1477.649,1757.045,2131.746,2197.908,2405.768,2003.714,1784.248,1982.239,2086.598,2275.772,2265.715,2274.572,2521.387,2270.41,2024.869,2012.362,2074.543,2147.84,2231.13,2320.641
Greece,5898.163,5376.978,5576.511,5008.015,4854.243,4791.75,5623.163,6522.421,7568.289,7812.784,9597.714,10196.17,11139.445,10363.63,11029.098,12887.889,13660.507,13370.349,13412.55,13784.361,12164.719,12473.285,14065.791,18378.281,21829.501,22417.643,24648.873,28656.233,31902.014,29577.642,26743.4,25437.01,21845.045,21712.016,21554.224,18023.869,17906.285,18552.181,19750.743,19140.988,17611.847,20135.275,20615.206,22594.676,23538.792,24437.712,25268.78,26042.208,26668.62
Grenada,1245.62,1276.37,1346.874,1372.669,1477.916,1678.085,1872.462,2162.546,2408.732,2757.871,2887.011,3117.904,3192.22,3153.808,3272.547,3411.983,3632.676,3861.381,4370.62,4705.807,5056.978,5041.015,5213.797,5682.707,5741.653,6644.217,6658.218,7213.002,7832.366,7290.821,7258.182,7291.739,7444.082,7789.618,8370.031,9096.535,9628.26,10152.834,10466.805,10834.496,9273.2,9768.524,10488.39,11137.95,11877.658,12486.268,13092.103,13685.333,14300.238
Guatemala,1070.284,1140.215,1126.186,1139.957,1163.059,1338.718,705.755,796.957,841.769,946.757,808.879,966.003,1045.432,1110,1228.967,1348.884,1408.233,1559.644,1656.359,1527.239,1555.638,1654.953,1795.772,1847.291,1951.798,2151.742,2336.955,2556.76,2873.086,2654.1,2836.06,3172.124,3267.792,3397.625,3632.101,3825.882,3982.02,4233.007,4247.463,4379.802,4318.636,4743.082,5004.742,5358.214,5698.342,6010.189,6322.073,6654.744,7007.906
Guinea,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,616.321,660.444,678.626,639.332,626.432,655.749,656.708,628.192,591.511,557.831,461.784,427.879,444.663,517.03,534.339,470.57,426.419,628.711,675.387,637.478,630.549,607.035,645.096,713.128,728.729,712.025,679.964,796.038,891.887,986.528,1015.064,1128.438,1394.852,1549.097,1649.107,1737.94,1821.448,1907.734,1992.199
Guinea-Bissau,370.185,463.692,516.549,570.682,388.702,559.368,534.912,444.504,406.033,478.384,571.817,787.213,843.597,636.881,344.118,725.815,676.103,628.438,517.661,496.411,327.943,338.362,374.5,435.072,447.804,482.181,467.998,543.408,672.251,613.569,644.344,775.206,688.497,711.927,712.826,707.897,748.089,864.141,894.667,836.954,838.847,930.098,898.93,974.14,1022.859,1053.552,1081.338,1103.401,1113.682
Guyana,1101.855,1055.839,904.864,921.541,861.055,924.305,1053.703,982.258,1125.871,1146.242,950.968,1036.884,1145.783,1392.984,1626.898,1832.399,2048.527,2161.647,2035.856,2010.769,2017.2,2023.617,2092.961,2144.109,2232.996,2305.907,2551.768,2982.217,3329.637,3457.367,3837.303,4402.775,5360.276,5476.744,5402.703,5579.974,5796.819,6104.158,6120.536,6594.375,6952.702,9702.541,18342.283,20539.9,27641.213,28329.967,36919.524,37907.197,38988.594
Haiti,447.907,484.33,494.856,521.763,567.915,619.461,676.077,327.179,212.61,192.614,240.23,211.528,124.533,147.025,397.214,618.383,626.299,706.797,773.837,847.945,794.059,720.822,684.333,540.556,660.218,773.35,794.79,991.684,1074.359,1168.747,1175.199,1269.346,1316.496,1408.807,1408.669,1359.209,1263.434,1337.16,1441.864,1277.213,1235.476,1765.242,1702.001,2173.883,2228.719,2275.212,2330.395,2379.057,2420.21
Honduras,1080.431,1066.902,1091.787,1111.123,1183.298,1232.425,1287.141,1362.483,1469.405,1635.7,993.487,911.761,942.61,919.585,836.608,948.437,888.006,948.715,1023.398,1003.065,1093.106,1133.185,1134.068,1158.179,1217.816,1308.089,1430.056,1583.048,1739.357,1789.707,1904.346,2088.311,2144.337,2102.595,2206.056,2302.204,2342.024,2451.936,2506.62,2568.062,2380.029,2796.449,3061.969,3278.014,3410.497,3530.045,3676.55,3829.101,3987.948
Hong Kong SAR,5703.963,5995.182,6139.013,5590.161,6170.503,6490.372,7380.118,9015.195,10527.458,12012.634,13374.312,15297.577,17710.506,20065.68,22194.005,23070.541,24698.956,27214.595,25649.085,24969.005,25574.491,25166.902,24731.081,23856.482,24873.898,26551.769,28028.157,30494.551,31487.94,30593.991,32421.361,34955.147,36623.745,38233.352,40185.303,42325.352,43488.204,46025.665,48310.038,48277.982,46446.056,49844.517,49225.862,52429.486,55219.612,57748.344,60312.796,62939.497,65645.284
Hungary,2151.468,2207.127,2249.984,2046.399,1989.904,2022.961,2338.799,2582.848,2838.561,2909.703,3312.337,3350.243,3733.447,3871.071,4170.572,4491.216,4520.761,4591.492,4738.016,4786.245,4619.293,5269.607,6644.61,8409.098,10291.667,11211.246,11483.141,13926.753,15761.631,13066.422,13199.056,14214.126,12969.621,13693.038,14279.016,12700.301,13083.4,14606.266,16421.009,16778.75,16089.014,18687.934,17301.218,19385.778,20916.854,21841.168,22644.137,23283.931,23785.429
Iceland,15129.182,15449.046,14003.083,11857.373,12130.436,12506.275,16571.593,22776.756,24820.302,22627.388,25629.431,27159.576,27357.171,23725.669,24117.987,26682.487,27713.605,28048.848,31219.801,32577.642,32344.364,29061.339,32516.441,39620.411,47579.937,57405.559,58238.886,70375.326,57296.251,41188.906,43293.021,47798.807,46159.8,50100.084,54864.159,53227.627,62530.419,73085.132,75364.793,69087.561,59189.969,69287.411,73998.14,75180.367,80392.952,85284.637,90433.551,96308.464,102524.913
India,271.858,275.696,279.135,297.722,282.55,304.544,316.779,347.854,359.403,353.555,375.216,309.179,323.128,306.788,352.298,380.181,406.589,422.203,419.77,448.695,449.787,457.8,477.068,553.382,635.054,722.492,809.568,1041.194,1014.387,1115.829,1377.109,1449.604,1434.018,1438.057,1559.864,1590.174,1714.28,1957.97,1974.378,2050.163,1913.22,2234.337,2379.209,2601.362,2802.526,3011.526,3231.733,3465.881,3720.29
Indonesia,673.239,736.992,741.946,659.474,672.201,658.217,610.234,562.902,621.934,696.874,770.757,847.573,907.767,1013.057,1115.613,1254.023,1394.497,1308.114,572.09,829.574,870.154,834.139,1002.907,1186.845,1280.696,1403.876,1764.79,2064.232,2418.043,2464.956,3178.133,3688.531,3744.53,3684,3533.606,3367.691,3605.721,3885.465,3947.248,4194.086,3932.332,4362.677,4798.119,5016.638,5388.339,5776.537,6179.467,6610.114,7073.071
Iran,2439.396,2485.685,2965.579,3560.281,3531.17,3793.905,4225.457,5467.98,6009.203,7133.821,10661.483,5445.574,890.842,1121.078,1368.369,1941.99,2631.462,3018.96,3314.906,4400.622,5776.857,5124.766,2020.838,2353.361,2764.807,3291.94,3863.502,5045.686,5890.712,6016.8,6983.777,8322.46,5548.306,5561.453,5910.083,5172.134,5730.831,6005.051,3000.809,2908.918,2326.664,3409.826,4110.327,4251.667,4448.326,4593.547,4747.491,4913.339,5121.361
Iraq,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,608.655,1373.738,1828.738,2321.258,3090.851,4472.118,3701.862,4473.71,5848.537,6692.576,7021.406,6704.313,5044.624,4639.496,5178.921,5959.102,5982.792,4219.874,5015.489,6399.688,6180.517,6247.249,6336.108,6446.901,6556.81,6678.17
Ireland,6252.257,5886.416,6078.192,5839.879,5591.855,5934.596,7993.214,9419.582,10365.367,10754.702,13644.9,13748.307,15332.017,14262.912,15455.478,19086.951,20781.559,22468.791,24202.696,26233.782,26186.332,28120.172,32482.077,40940.136,47389.262,50476.482,53738.836,60770.189,60989.977,51943.467,48620.625,52122.087,49029.287,51472.197,55542.018,61902.659,62668.446,69685.981,78990.344,80694.065,85233.623,100144.757,103175.698,114581.381,121009.949,126231.676,130701.395,135163.621,139000.623
Israel,6356.512,6687.246,7040.572,7688.749,7186.116,6562.369,7955.128,9349.086,11391.527,11394.325,13035.678,13924.043,15021.162,14708.299,16367.635,18927.89,20153.193,20410.422,20119.211,19766.941,21641.299,20918.337,19044.915,19634.852,20565.767,21233.796,22501.119,25647.697,30182.526,28330.228,31278.046,34366.858,33170.022,36957.353,38276.63,36221.118,37701.931,41131.719,42422.85,44466.798,44850.441,52151.927,54710.337,55535.867,57064.439,58799.816,60584.543,62494.541,64447.313
Italy,8496.811,7693.059,7596.908,7878.146,7783.391,8034.389,11377.32,14280.593,15817.576,16439.473,20500.667,21636.193,22947.484,18437.044,19009.467,20675.341,23094.404,21858.43,22348.031,22029.683,20153.051,20505.923,22386.279,27580.477,31342.833,32031.426,33448.106,37828.34,40818.985,36982.806,35815.615,38276.034,34743.751,35534.99,35836.183,30463.696,31190.794,32648.756,34917.563,33628.143,31784.787,35842.069,34113.201,36812.317,37645.188,38802.942,39872.175,40898.775,41659.746
Jamaica,1214.379,1310.503,1479.509,1289.23,948,878.359,1034.771,1158.596,1372.734,1588.557,1971.695,1799.773,1804.411,2249.32,2234.803,2660.153,2975.134,3347.367,3467.544,3473.435,3510.575,3529.711,3709.572,3586.441,3855.674,4241.399,4494.63,4829.296,5134.246,4507.186,4894.369,5332.52,5448.456,5238.147,5105.511,5204.825,5183.462,5413.03,5729.757,5781.785,5072.599,5354.83,5846.202,6282.084,6585.379,6861.979,7107.141,7358.796,7621.283
Japan,9659,10574.371,9772.809,10636.463,11205.352,11815.804,17466.671,21177.787,25575.098,25336.199,25895.956,29511.775,32069.069,36425.222,39953.203,44210.234,39164.322,35651.27,32436.929,36622.892,39172.971,34410.68,32832.296,35410.229,38307.103,37819.107,36021.9,35847.232,39992.06,41469.773,45135.796,48760.915,49175.035,40934.756,38522.771,35005.662,39411.424,38903.298,39850.331,40547.967,40117.916,39882.554,33821.931,35385.073,36492.147,38333.448,40094.815,41569.36,43999.768
Jordan,1653.682,1791.619,1838.64,1854.028,1796.871,1735.414,2137.293,2169.214,1954.276,1258.87,1174.149,1162.754,1358.364,1336.326,1433.166,1472.951,1490.495,1524.003,1651.099,1672.246,1703.235,1776.461,1875.33,1946.117,2109.381,2277.942,2636.265,2870.639,3454.309,3559.692,3736.645,3852.889,3915.868,4050.139,4137.283,4169.99,4181.255,4257.909,4358.325,4460.394,4336.382,4460.88,4740.941,5048.459,5330.241,5616.321,5908.578,6206.782,6411.752
Kazakhstan,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,168.645,304.849,751.98,1061.475,1358.804,1459.416,1480.091,1132.126,1230.49,1491.652,1657.157,2062.291,2862.5,3753.439,5261.026,6733.448,8349.288,7116.372,9005.041,11552.573,12300.181,13789.174,12713.566,10435.171,7662.006,9186.712,9749.07,9750.43,9062.958,10106.663,11439.506,12306.764,12865.882,13514.257,13923.26,14324.484,15040.474
Kenya,855.471,776.778,721.655,644.505,646.568,622.803,716.685,758.168,759.5,728.334,737.217,674.688,644.604,434.817,505.909,623.714,686.847,677.772,742.089,647.889,617.147,617.055,611.901,668.483,692.718,778.333,854.992,1028.239,1118.769,1123.268,1176.311,1186.569,1395.958,1489.648,1610.514,1619.41,1688.829,1806.972,1982.86,2108.791,2067.388,2215.777,2277.692,2269.023,2282.761,2371.277,2447.008,2534.525,2621.461
Kiribati,710.42,734.209,670.98,620.845,667.442,499.974,479.459,529.522,649.788,627.533,594.271,642.924,643.903,621.703,715.435,720.549,847.867,840.499,806.333,833.736,803.324,734.58,827.798,1020.831,1132.962,1214.941,1168.998,1377.365,1456.192,1331.192,1512.468,1726.239,1783.594,1715.889,1628.35,1537.93,1587.423,1649.251,1696.206,1492.126,1492.096,1877.594,1821.553,1989.287,2079.066,2139.067,2191.22,2243.848,2296.978
"Korea, Republic of",1714.62,1883.456,1992.29,2198.939,2413.291,2482.4,2834.888,3554.62,4748.676,5817.065,6609.985,7637.199,8126.451,8886.386,10381.18,12565.033,13402.925,12416.754,8271.412,10666.862,12263.471,11563.04,13159.675,14672.418,16482.75,19398.494,21730.952,24083.338,21387.709,19139.732,23077.161,25100.188,25459.168,27179.519,29252.933,28737.439,29274.232,31600.735,33447.154,31902.417,31728.304,34997.985,32250.409,33393.074,34806.947,36354.751,37929.814,39593.823,41380.693
Kosovo,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,1506.094,1704.288,1807.197,2205.535,2274.678,2318.3,2400.14,2865.639,3025.013,2878.492,3013.162,3562.033,3396.893,3699.477,3920.467,3554.1,3745.863,3991.249,4389.631,4432.996,4297.829,5324.305,5290.475,5641.62,6040.126,6296.731,6505.963,6666.292,6835.284
Kuwait,20966.177,17631.854,14417.541,12973.988,13410.421,12670.687,9653.473,10956.483,9640.407,11359.505,8588.145,7960.513,13989.932,16213.488,13549.775,13871.989,15068.13,13740.681,11424.919,13358.134,17012.776,15108.112,15759.074,18786.749,21585.563,27014.773,31907.199,33732.522,42827.126,30414.739,32216.413,41657.444,45726.188,44754.341,40278.045,27398.083,25267.146,27194.073,29903.564,28513.431,22683.638,28884.3,38328.894,33646.139,33193.638,32924.601,32959.859,33008.112,33167.066
Kyrgyz Republic,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,207.976,148.155,245.851,329.934,396.495,379.056,344.404,258.467,280.635,309.913,323.343,382.888,436.496,478.77,546.621,725.487,971.678,876.933,884.846,1131.471,1189.517,1295.225,1292.621,1132.843,1131.841,1254.51,1321.954,1388.647,1195.723,1314.438,1626.453,1736.921,1814.449,1897.296,1981.912,2053.921,2111.765
Lao P.D.R.,584.594,335.22,327.897,584.805,815.211,997.615,678.461,464.657,294.242,353.313,406.199,464.923,517.905,567.21,641.635,727.106,739.317,682.509,254.24,264.926,316.667,318.271,328.928,397.312,459.603,525.985,661.572,787.382,969.073,1032.328,1187.022,1397.003,1566.197,1813.802,1982.523,2124.256,2307.937,2437.127,2551.827,2602.623,2528.997,2495.962,2046.856,1858.44,1813.793,1887.74,1981.534,2081.001,2189.156
Latvia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,632.992,1022.375,1725.207,2163.747,2419.562,2670.492,2961.556,3140.581,3343.184,3553.667,4120.691,5121.736,6342.835,7569.831,9690.458,14079.584,16435.21,12243.072,11316.932,13371.012,13786.588,14927.223,15685.979,13728.365,14259.249,15626.275,17806.561,17889.752,18123.655,20996.889,22347.97,25136.162,26677.447,28272.985,29902.958,31562.782,33119.532
Lebanon,1552.837,1481.175,1005.587,1377.269,1618.263,1344.575,1044.67,1219.75,1217.822,983.644,999.179,1503.376,1778.897,2290.378,2641.04,3109.262,3551.799,4246.445,4618.673,4582.361,4428.662,4349.954,4504.149,4440.345,4630.727,4575.074,4626.82,5207.76,6111.36,7354.971,7761.616,7675.291,7948.646,7928.317,7681.707,7642.96,7617.732,7776.012,8003.824,7421.491,3588.705,no data,no data,no data,no data,no data,no data,no data,no data
Lesotho,340.852,337.16,273.569,293.235,267.36,208.686,233.93,291.915,322.488,325.872,382.327,427.81,477.277,465.397,480.692,514.122,490.549,516.861,475.868,466.514,453.282,374.971,410.133,592.302,738.561,791.265,809.56,930.798,868.532,1011.42,1222.197,1324.607,1261.443,1191.994,1250.627,1104.543,1099.146,1199.628,1221.168,1159.368,1034.702,1221.77,1173.963,1208.78,1251.523,1297.247,1334.563,1367.567,1442.777
Liberia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,303.143,305.909,311.768,231.891,286.104,293.471,333.151,388.154,464.437,470.218,505.363,582.614,646.662,716.576,708.816,691.369,709.824,706.239,677.356,623.887,600.475,677.387,749.187,805.371,848.786,900.446,954.693,1008.379,1061.123
Libya,13449.648,11107.625,10575.644,9671.452,8681.163,8586.407,6733.969,6002.067,5981.627,6070.096,7424.17,8026.293,7950.512,6998.262,6391.134,7102.861,7608.817,7663.003,6171.767,7294.482,7625.01,6693.083,3956.483,4986.326,6180.388,8739.202,10561.373,11801.274,14762.577,10202.806,12478.016,8132.317,14728.067,12025.599,9166.555,7706.743,7817.63,10414.137,11773.757,10526.294,7058.629,5813.324,6502.171,6763.944,6988.864,7196.618,7312.537,7429.487,7560.197
Lithuania,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,1845.103,2327.496,2830.268,3166.72,3113.271,3293.307,3525.849,4140.734,5499.475,6699.372,7860.178,9236.616,12305.917,15017.555,11848.202,12009.033,14393.268,14376.001,15734.38,16577.328,14265.41,15004.186,16879.45,19195.049,19597.295,20323.207,23739.08,25036.193,28094.257,30775.72,33234.273,35420.888,37278.524,38708.097
Luxembourg,17666.822,15190.151,12464.077,12234.721,11984.326,12393.837,17950.08,22149.615,24875.596,26227.017,33067.032,35346.644,39061.19,39483.229,43307.076,50705.305,49719.082,44202.752,45636.752,49341.44,48984.386,48719.314,53227.552,66160.728,77030.646,81728.362,91478.072,108344.425,121616.145,110249.419,112049.15,120526.79,113953.492,121423.416,125200.137,106710.076,107948.007,111211.579,117993.371,113754.937,118083.886,134802.286,127579.81,132372.386,134989.822,139033.126,141903.073,144435.165,146146.621
Macao SAR,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,15723.751,16733.977,18461.835,23005.586,25109.973,28970.428,34268.703,38286.226,39822.349,51135.159,66111.715,74209.139,84833.692,86298.091,69647.776,69887.828,77233.097,82835.778,81231.549,37270.798,44091.804,31539.494,50571.925,62040.097,68357.006,72078.211,75909.184,80146.038
Madagascar,599.371,534.073,522.936,498.801,404.876,383.873,427.478,307.636,297.42,288.402,347.714,280.355,311.649,331.998,279.38,295.539,368.663,309.351,310.104,292.558,307.335,350.5,334.838,387.055,298.635,335.388,355.397,459.855,561.654,488.901,492.67,553.45,538.541,560.939,548.905,481.807,489.439,528.379,535.948,531.75,477.375,516.529,525.968,536.469,560.153,590.264,620.069,653.236,696.876
Malawi,460.392,447.79,416.18,419.657,400.328,358.713,354.471,327.758,354.718,384.328,420.593,523.591,422.469,483.263,278.145,319.894,512.064,583.417,373.078,368.272,352.65,338.478,384.137,345.163,365.696,377.042,400.898,432.115,504.65,571.113,623.414,695.331,506.3,446.999,484.322,497.737,415.016,466.559,501.113,543.685,567.59,580.387,566.353,496.142,465.774,464.31,469.88,482.469,495.873
Malaysia,1926.963,1920.127,2006.482,2189.553,2419.501,2154.458,1864.031,2070.009,2213.866,2380.512,2585.824,2885.098,3380.219,3717.374,4028.37,4672.139,5176.282,4996.967,3520.915,3762.771,4347.727,4189.053,4441.812,4740.324,5244.861,5678.747,6354.977,7485.942,8771.026,7550.251,9054.109,10413.693,10815.088,10858.449,11172.4,9663.283,9544.246,9969.495,11086.113,11231.539,10361.276,11449.782,12364.058,13382.408,14250.413,15211.534,16164.454,17018.092,17971.257
Maldives,412.508,464.914,534.906,560.243,646.388,737.78,835.636,769.824,897.934,987.814,1091.55,1184.664,1343.012,1479.446,1591.14,1903.127,2107.605,2553.949,2658.803,2842.658,2967.253,2780.451,2952.215,3690.792,4238.041,3960.43,5268.793,6128.48,7337.951,7450.805,8086.697,8078.305,8719.582,9766.235,10787.471,11781.029,12348.712,13200.955,14479.839,15056.424,9882.737,14013.231,15883.268,17626.755,18842.756,20174.791,21427.021,22668.019,23902.283
Mali,275.479,220.336,190.681,180.346,176.396,174.171,237.685,272.304,268.77,322.213,360.285,359.96,362.204,353.655,265.119,336.392,337.183,309.659,313.318,315.484,263.615,299.414,326.736,381.853,427.523,474.257,506.939,579.325,678.346,681.803,688.89,810.04,753.869,778.808,818.665,723.581,749.846,795.387,856.745,840.211,831.034,896.923,842.059,889.826,923.965,948.694,971.841,993.396,1010.029
Malta,3811.847,3691.859,3467.399,3262.692,3114.332,3126.09,3953.405,4898.042,5522.986,5728.285,6811.662,7215.068,7945.163,7009.556,7684.416,8978.862,9107.638,9147.98,9621.951,9983.877,10482,10447.791,11346.456,13730.313,15260.887,15930.142,16818.012,19696.182,22378.184,21223.678,21842.065,23222.385,22674.787,24972.679,27080.097,25228.175,25897.872,29284.984,32173.449,32180.574,29217.15,34402.58,34127.131,36989.561,38905.238,40716.673,42562.728,44414.406,46106.891
Marshall Islands,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,2257.329,2276.743,2269.421,2237.183,2416.081,2651.491,2619.045,2625.82,2668.167,2749.066,2864.642,2894.225,2864.633,3030.394,3239.108,3383.558,3451.206,3388.375,3406.479,3720.619,3898.576,4061.676,4302.655,4436.447,4637.301,4946.421,5164.722,5335.957,5496.671,5645.54,5798.44,5955.481
Mauritania,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,898.741,1002.023,1026.904,852.513,872.712,912.587,904.326,854.319,812.206,773.412,673.361,641.849,634.588,711.709,796.923,963.498,1357.425,1425.466,1647.288,1475.591,1715.923,2012.828,1946.079,2072.492,1826.78,1668.065,1690.813,1758.542,1882.203,1987.267,2076.432,2332.898,2381.322,2475.378,2515.581,2578.015,2611.849,2661.839,2711.269
Mauritius,1285.181,1202.559,1139.539,1195.617,1094.957,1099.752,1473.694,1852.036,2132.884,2174.94,2590.272,2819.084,3133.035,3191.192,3492.709,3954.762,4047.248,3753.498,3751.708,3911.109,4157.831,4081.162,4252.93,5072.811,5701.753,5590.468,5772.667,6663.186,8138.17,7416.659,8108.095,9320.873,9416.335,9766.77,10366.355,9507.999,9967.673,10844.145,11642.891,11407.849,9005.348,9081.704,10122.642,11548.796,12268.525,12848.522,13426.931,13947.6,14499.604
Mexico,3383.685,4238.762,3002.229,2390.4,2755.013,2859.223,1937.362,2080.398,2493.816,2979.921,3450.198,4059.987,4624.006,5636.355,5841.023,3920.738,4405.105,5283.079,5477.928,6157.249,7166.141,7558.975,7607.443,7088.462,7501.914,8303.985,9102.514,9680.432,10053.737,8029.296,9299.455,10232.411,10271.406,10758.984,10967.113,9657.118,8788.588,9342.92,9753.667,10025.539,8533.496,9869.076,10867.807,12673.634,13097.79,13472.902,13846.218,14251.914,14694.235
"Micronesia, Fed. States of",no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,2094.48,2060.874,1944.21,2054.62,2061.643,2179.424,2257.322,2277.946,2311.653,2268.897,2370.444,2413.778,2457.377,2531.364,2711.063,2887.354,3021.694,3170.962,3068.371,3082.895,3050.723,3197.214,3522.106,3854.141,3979.627,3938.073,3870.99,4032.65,4336.178,4544.1,4687.109,4812.873,4932.117,5053.228
Moldova,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,290.058,373.927,389.592,485.354,572.302,653.525,575.974,398.41,448.062,505.784,569.109,680.272,894.061,1031.422,1179.323,1526.379,2102.942,1890.647,2428.106,2930.062,3031.129,3307.351,3314.553,2715.782,2857.879,3422.643,4121.047,4376.654,4377.542,5288.655,5671.224,6342.648,6926.992,7370.441,7979.168,8506.26,9520.223
Mongolia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,1288.653,1324.852,722.215,352.304,419.198,647.441,592.439,511.954,480.917,445.544,473.198,521.317,566.403,639.373,789.958,989.177,1321.606,1616.138,2109.269,1687.55,2602.373,3702.359,4281.33,4293.834,4081.015,3800.11,3575.095,3612.716,4078.182,4309.049,3965.097,4482.853,4863.023,4814.399,4977.088,5270.026,5565.775,5869.25,6267.148
