Country,Code,Year,Average_Education,Life_Expectancy,GNI_per_capita,GDP_per_capita,Normalised_Average_Education,Normalised_Life_Expectancy
United Kingdom,GBR,2020,12.9,80.4345,41234.645,40347.364,129000,80434.5
United Kingdom,GBR,2000,9.97,77.8525,37867.816,28347.704,99700,77852.5
United Kingdom,GBR,2005,11.57,79.1116,42847.355,42170.81,115700,79111.6
United Kingdom,GBR,2010,12.46,80.4008,41736.203,39736.208,124600,80400.8
United States,USA,2015,13.29,78.8694,59704.457,56729.681,132900,78869.4
United States,USA,2020,13.32,77.4144,61581.887,63577.341,133200,77414.4
United States,USA,1990,12.55,75.3699,39486.574,23847.977,125500,75369.9
United States,USA,1995,12.83,75.8536,42198.387,28671.48,128300,75853.6
United States,USA,2000,13.1,76.8114,50439.098,36312.782,131000,76811.4
United States,USA,2005,13.01,77.5573,54324.76,44034.256,130100,77557.3
United States,USA,2010,13.24,78.7724,54284.957,48586.288,132400,78772.4
Uruguay,URY,2015,8.65,77.4827,21497.309,16720.59,86500,77482.7
Uruguay,URY,2020,8.76,78.4298,20641.736,15168.311,87600,78429.8
Uruguay,URY,1990,7.71,73.1617,10674.266,3573.099,77100,73161.7
Uruguay,URY,1995,8.08,73.896,12810.062,7176.409,80800,73896
Uruguay,URY,2000,8.36,75.0247,14568.227,7400.771,83600,75024.7
Uruguay,URY,2005,8.5,76.1935,14243.746,5639.444,85000,76193.5
Uruguay,URY,2010,8.61,76.858,18651.07,12888.965,86100,76858
Vietnam,VNM,2015,7.99,73.8763,7697.6523,2581.907,79900,73876.3
Vietnam,VNM,2020,8.35,75.3779,10005.175,3548.892,83500,75377.9
World,OWID_WRL,2015,8.4781275,71.8004,15178.855,10312.235,84781.275,71800.4
World,OWID_WRL,2020,8.840671,72.0361,15873.677,11048.299,88406.71,72036.1
World,OWID_WRL,1995,6.7548904,64.8766,9852.312,5627.723,67548.904,64876.6
World,OWID_WRL,2000,7.30281,66.4525,11116.3955,5671.498,73028.1,66452.5
World,OWID_WRL,2005,7.7592955,68.2047,12338.36,7427.372,77592.955,68204.7
World,OWID_WRL,2010,8.168049,70.1088,13598.406,9710.822,81680.49,70108.8
Zimbabwe,ZWE,2015,8.03,59.5911,2040.1503,1425.466,80300,59591.1
Zimbabwe,ZWE,2020,8.32,61.1242,1935.506,1769.565,83200,61124.2
Zimbabwe,ZWE,2010,7.86,50.6523,1659.4315,975.851,78600,50652.3
